LIB_CODE,LIB_NAME,DIVISION,ZIP_CODE,TEL,FAX,ADDRESS,E_MAIL,HOMEPAGE
141189,안산다문화작은도서관,,425-850,031-481-2661,031-481-2662,경기 안산시 단원구 원곡동 991-1 외국인주민센터 지하1층,library@iansan.net,http://lib.iansan.net
141190,사2동꿈을키우는 작은도서관,,426-170,031-417-2707,031-417-2707,경기 안산시 상록구 사동 1472-13,library@iansan.net,http://lib.iansan.net
141191,신길샛별작은도서관,,425-774,031-492-2707,031-492-2707,경기 안산시 단원구 신길동 삼익아파트 종합복지관3층,library@iansan.net,http://lib.iansan.net
141192,관인 작은도서관,,487-936,031-538-3919,,경기 포천시 관인면 탄동리 644-8,mint3@pcs21.net,
141193,선단 작은도서관ⓧ,,487-020,031-538-3885,,경기 포천시 선단동 27-4,mint3@pcs21.net,
141194,신북작은도서관,,487-910,031-531-7935,,경기 포천시 신북면 심곡리 300-1번지 심곡리복지회관 2층,mint3@pcs21.net,
141195,이동작은도서관,,487-863,031-538-2829,,"경기 포천시 이동면 장암리 236-9,-13",mint3@pcs21.net,
141196,소나무 푸른 작은도서관,,420-845,032-666-1566,,경기도 부천시 원미구 부일로 342 (중동) / 중동 주민센터 4층,toya07@naver.com,http://bcl.go.kr
141197,꿈나무가족도서관 (작은도서관),,422-090,032-345-5919,032-345-5919,경기도 부천시 소사구 부광로8번길 53 (괴안동) / 역곡3동 주민센터 4층,rainbowfleur@naver.com,http://bcl.go.kr
141198,사랑나무가족도서관 (작은도서관),,420-850,032-661-3034,032-331-3031,경기도 부천시 원미구 계남로 336 (중2동) / 근로자종합복지관 2층,lovetreelib@hanmail.net,http://bcl.go.kr
141199,월곶도서관,,429-834,031-310-4770,031-310-5239,경기 시흥시 월곶동 1012,sakira@korea.kr,
141200,햇빛마을 작은도서관,,412-720,031-972-9955,031-972-9956,경기 고양시 덕양구 충장로152번길 39 관리사무소 2층 (행신3동 햇빛마을20단지아파트 관리소 2층),hyemi77@hanmail.net,
141201,감나무골 작은도서관,,429-300,031-403-0110,031-403-0196,경기 시흥시 조남동 산 9-19,dream-k2000@hanmail.net,http://www.mokgam.or.kr
141202,관산 작은도서관,,412-802,031-962-1969,,경기 고양시 덕양구 관산동 238-1 관산주민센터2층 관산 작은도서관,supercat77@hanmail.net,
141203,고양동 걸어다니는도서관 (작은도서관),,412-801,031-963-4321,,경기 고양시 덕양구 고양동 235-1 고양동 걸어다니는 도서관,silver-sim@hanmail.net,
141204,민들레 작은도서관(정왕동),,429-450,031-434-8040,031-434-8044,경기 시흥시 정왕동 1878-11,tkdal0519@hanmail.net,http://www.sangsaengwc.or.kr/
141205,백암작은도서관,,449-862,031-334-0094,031-324-5798,경기 용인시 처인구 백암면 백암리 495-3번지,23012492@hanmail.net,
141206,햇살이가득한도서관 (작은도서관),,420-822,032-652-3172,032-652-3172,경기도 부천시 원미구 부흥로424번길 25 (심곡동) / 심곡2동 주민센터 1층,ljihye1030@daum.net,http://bcsl.go.kr
141207,푸른마을 작은도서관,,412-500,031-962-6996,031-962-1059,경기 고양시 덕양구 고양동 724 푸른마을6단지 관리사무소 3층 도서관,seomi0920@hanmail.net,
141208,꿈나무 작은도서관,,429-450,031-319-6195,031-310-5239,경기 시흥시 정왕동 1800-8,sakira@korea.kr,http://www.jwwc.net/
141209,우리동네 작은도서관(시흥시),,429-824,031-313-6249,031-310-5239,경기 시흥시 신천동 882-3,sakira@korea.kr,http://www.jakunjari.or.kr/
141210,학미숲 작은도서관,,429-871,031-316-1331,031-310-5239,경기 시흥시 포동 20-33,sakira@korea.kr,http://www.siheung.go.kr/city/main.do?method=mainView&siteCmsCd=CM0398&grp=4
141211,약대신나는 가족도서관 (작은도서관),,420-830,032-682-5800,032-675-7800,경기도 부천시 원미구 수도로 44 (약대동) / 약대동 주민센터 3,iojung@hanmail.net,http://bcl.go.kr
141212,반딧불이도서관 (작은도서관),,448-535,031-302-3121,031-309-0052,경기 용인시 수지구 신봉동 효성아파트403동1층,ldh56484@naver.com,http://cafe.daum.net/sinbongfirefly/
141213,태산아파트 작은도서관,,456-716,031-618-0084,031-652-5572,경기 안성시 공도읍 용두리 태산아파트 683,jlm2047@naver.com,http://www.apl.go.kr/
141214,청계참고운도서관,,437-120,031-345-2686,,경기 의왕시 포일동 602-15번지 청계동주민센터,wiil@korea.kr,http://uwlib.or.kr
141215,꿈꾸는 새싹 작은도서관,,421-814,032-677-0162,032-677-0107,경기도 부천시 오정구 성오로149번길 18 (오정동)/원종종합사회복지관 3층,c_art@hanmail.net,http://bcl.go.kr
141216,대화마을 작은도서관,,411-765,031-924-0467,031-924-0469,경기 고양시 일산서구 대화동 대화마을5단지아파트 5단지관리사무소 1층,ma1969@hanmail.net,
141217,양지해밀도서관 (작은도서관),,449-823,031-338-9095,031-334-5042,경기 용인시 처인구 양지면 양지리 364-1,ksj0422@korea.kr,
141218,김포시고촌 작은도서관ⓧ,,415-810,031-980-5189,,경기 김포시 고촌읍 신곡리 526-2,gingers@korea.kr,http://lib.gimpo.go.kr
141219,장미도서관 (작은도서관),,446-572,031-285-7775,031-286-2418,경기 용인시 기흥구 언남동 삼성래미안2차아파트 장미도서관,hyun_jung@naver.com,http://www.roselibrary.com
141220,"꿈샘도서관 (작은도서관, 용인시)",,446-710,031-679-6959/010-2344-6424,031-289-2025,경기도 용인시 기충구 동백동 백현마을 주공아파트9단지 관리동 2층,gembira@hanmail.net,http://cafe.daum.net/bhdream
141221,책속애도서관 (작은도서관),,448-170,070-7108-2542,,경기 용인시 수지구 풍덕천동1070-2번지 202호,cbyhoon@hanmail.net,
141222,상현작은도서관,,448-131,031-262-3910,031-262-3910,경기 용인시 수지수 상현1동 주민센터내,traveler68@habmail.net,http://hyyp://sh-dong.or.kr
141223,자이행복한 도서관 (작은도서관),,448-130,031-8001-8877,031-276-3565,경기도 용인시 수지구 상현동 만현마을 엘지자이관리사무소 2층,lgshin@naver.com,http://xihappy.winbook.kr/
141224,꿈모아 도서관 (작은도서관),,446-720,031-693-2291,031-693-2293,경기 용인시 시흥구 동백동 백현마을모아미래도아파트 2401-2410,leesy1000@naver.com,http://cafe.naver.com/librarymoa.cafe
141225,구리시 토평도서관,,11961,031-550-8695,,경기도 구리시 장자대로 140,gurilib@guri.go.kr,http://www.gurilib.go.kr
141226,중원청소년수련관 작은도서관,,462-839,031-750-4637,031-750-4635,경기도 성남시 중원구 하대원동 240번지(둔촌대로 332),ahj1962@hanmail.net,http://jwyouth.or.kr
141227,굿모닝 작은도서관,,448-710,031-889-2619,,경기 용인시 수지구 동천동 동문굿모닝힐5차아파트 504동 1층,hmichaela@hanmail.net,
141228,학마을작은도서관(연천군),,486-881,031-839-4408,031-839-4419,경기도 연천군 백학면 청정로 534,themania@korea.kr,http://lib.iyc21.net
141229,분당정자청소년수련관작은도서관,,463-811,031-783-4300,031-783-4307,경기 성남시 분당구 정자동 6-1 정자청소년수련관,dreams99@naver.com,http://www.tenten21.or.kr
141230,탄현 작은도서관(고양시),,411-839,031-915-8875,031-915-8875,경기도 고양시 일산서구 탄현동 121 큰마을대림현대아파트 관리사무소 지하1층 도서관,yippoyo@hanmail.net,
141231,성남시 판교도서관,,13477,031-729-4580,,경기도 성남시 분당구 운중로225번길 37,SNLIB@korea.kr,http://pg.snlib.net
141232,해오름도서관,,448-171,031-324-8612,031-261-4820,경기 용인시 수지구 풍덕천1동 주민센타,광희1454@hanmail.net,
141233,화성시립 봉담도서관,,18316,031-227-7281,031-227-2392,경기도 화성시 봉담읍 샘마을1길 8-4,sodasu911@naver.com,hscitylib.or.kr/bdlib/index.jsp
141234,다산문고,,469-856,070-8831-9403,02-6280-4507,경기 여주군 여주읍 현암리 이안아파트 101-102,elib@bookorea.com,http://cafe.naver.com/smalllib
141235,곤지암도서관,,12804,031-760-5666,031-760-1453,경기도 광주시 곤지암읍 곤지암로11번길 47,fug777@nate.com,http://lib.gjcity.go.kr
141236,오포도서관,,464-891,031-760-5695,031-760-1451,경기 광주시 오포읍 고산리 1~250,fug777@nate.com,http://lib.gjcity.go.kr
141237,의왕시 글로벌도서관,,16051,031-345-3691,031-345-3699,"경기도 의왕시 보식골로 30-10, 3층 (오전동, 어린이랜드)",shami87@korea.kr,www.uwlib.or.kr/global
141238,술이홀작은도서관ⓧ,,413-860,031-940-5082,031-943-8167,경기 파주시 파주읍 파주리 146-1 파주읍사무소2층 도서관,,
141239,용인기흥도서관,,16960,031-324-4484,031-324-4489,경기도 용인시 기흥구 기흥로116번길 10,kkanguj@korea.kr,https://lib.yongin.go.kr/giheung/index.do
141240,수동작은도서관,,472-852,031-590-2864,,경기 남양주시 수동면 입석리 415,jinzaro@korea.kr,
141241,화성시립둥지나래어린이도서관,,18600,031-353-8162,031-353-7329,경기도 화성시 향남읍 행정중앙2로 88,lalamia@naver.com,www.hscitylib.or.kr
141242,파주적성도서관,,10803,031-940-5641,,경기도 파주시 적성면 청송로 1013,jyjy23@korea.kr,www.pajulib.or.kr/jslib/
141243,광탄작은도서관,,413-854,031-940-8549,,경기 파주시 광탄면 혜음로 1044번지 광탄면사무소 2층,gpgp79@paju.go.kr,http://www.pajulib.or.kr
141244,월롱작은도서관ⓧ,,413-812,031-940-5043,031-940-5929,경기 파주시 월롱면 휴암로 9 월롱면사무소 2층,gpgp79@paju.go.kr,http://www.pajulib.or.kr
141245,시흥시군자도서관,,15068,031-310-5191,031-310-5199,경기도 시흥시 군자로 499,kheasoon@korea.kr,http://www.shcitylib.or.kr
141247,기아행복마루 작은도서관,,445-953,031-358-2597,,경기 화성시 우정읍 화산리 617-14 기아카렌스센터 4층,sodasu911@naver.com,
141248,부천시립꿈여울도서관,,14474,032-625-4688,,경기도 부천시 오정구 까치로 103,blueacard@korea.kr,http://bcl.go.kr
141249,꿈누리작은도서관,,445-984,031-203-3942,,경기 화성시 반월동 신영통현대4차아파트 관리사무소,kynan@hanmail.net,
141250,청산작은도서관,,486-851,031-835-3644,031-835-3644,경기도 연천군 청산면 아우라지길 9,ohsook33@hanmail.net,http://lib.iyc21.net
141251,파주시조리도서관,,413-823,0319442945,,경기 파주시 조리읍 봉일천리 266-113,hybae@garamlib.or.kr,www.pajulib.or.kr
141252,부곡도서관,,15302,031-481-3602,031-408-0506,"경기도 안산시 상록구 성호로 333, 부곡도서관 (부곡동)",pasiune@korea.kr,http://lib.iansan.net
141253,석수골작은도서관,,425-142,031-481-2707,,경기 안산시 단원구 선부2동 1159번지 (와동 제1공원 내),library@iansan.net,
141254,햇살마루작은도서관,,445-991,031-369-6181,,경기 화성시 기안동 광도와이드빌아파트 햇살마루작은도서관,seobong@hscity.net,
141255,서현청소년수련관 작은도서관,,463-819,031-781-6184,031-781-6158,경기도 성남시 분당구 서현동 312-5,oscar97@hanmail.net,http://uth.or.kr
141256,한솔작은도서관,,463-833,031-8022-1177,031-8022-1199,경기 성남시 분당구 정자동 101 한솔작은도서관,hansollib@hanmail.net,http://www.hansolwelfare.or.kr
141257,하늘달팽이도서관,,13136,070-8861-0574,031-746-1833,경기도 성남시 수정구 양지로35번길 4 양지동제1복지관(양지동),vlwltja@naver.com,http://cafe.naver.com/dalpengi/
141258,성남시 중원어린이도서관,,462-242,031-729-4350,031-729-4599,경기 성남시 중원구 산성대로408번길 42,snlib@korea.kr,http://cjw.snlib.net
141259,자이행복한문고,,448-529,031-8001-8877,031-276-3564,경기 용인시 수지구 상현2동 만현마을9단지LG자이 관리소 2층 자이행복한 도서관,limbsda@naver.com,http://xihappy.winbook.kr
141260,시흥시능곡도서관,,14994,031-310-2551,031-310-2569,경기도 시흥시 능곡중앙로 85,shm5050@korea.kr,http://www.shcitylib.or.kr
141261,양평양서친환경도서관,,476-824,031-770-2591,031-770-2824,경기 양평군 양서면 용담리 535-1,omuzz@korea.kr,http://www.yplib.or.kr
141262,파평작은도서관ⓧ,,413-881,031-940-5043,031-940-5929,경기 파주시 파평면 금파리 296-17,gpgp79@korea.kr,
141263,안양시립비산도서관,,13922,"031-8045-6243, 6237",031-8045-6239,경기도 안양시 동안구 관악대로 123,canaria0315@korea.kr,http://www.anyanglib.or.kr
141264,오산시초평도서관,,18125,031-370-6157,,경기도 오산시 발안로 1353-11 (누읍동),lay18@korea.kr,www.osanlibrary.go.kr/chopyeong/main.do
141265,호평작은도서관,,472-120,031-590-2864,,경기 남양주시 호평동 669,jinzaro@korea.kr,
141266,김포시대곶작은도서관,,10097,031-980-5189,,경기도 김포시 김포대로926번길 14 (북변동),gingers@korea.kr,http://lib.gimpo.go.kr
141267,탄현작은도서관(파주시),,413-841,031-946-0350,031-940-5929,경기 파주시 탄현면 법흥리 1590번지 마을회관 2층,tan-lib@hanmail.net,http://www.pajulib.or.kr
141268,금곡작은도서관,,413-873,031-940-5043,031-940-5929,경기 파주시 법원읍 금곡리 336-5 금곡초교내1층,gppg79@korea.kr,http://www.pajulib.or.kr
141269,작은도서관 지혜의등대,,483-030,031-860-3286,031-860-2574,경기 동두천시 생연동 70번지 종합운동장 앞,경기 동두천시 생연동 70번지 종합운동장 앞,
141270,고매2통 작은도서관,,446-901,070-4176-3669,031-324-6269,경기도 용인시 기흥구 고매동 692-1,gay960@korea.kr,
141271,금화작은도서관,,446-761,031-309-9042,031-274-9057,경기 용인시 기흥구 상갈동 금화마을주공4단지 관리사무소 2층,eunmi6748@naver.com,http://cafe.naver.com/goldlibrary.cafe
141272,이던책나무 작은도서관,,446-908,031-211-6527,,경기 용인시 기흥구 영덕동 963 흥덕마을 9단지,oharuyuki@paran.com,http://booktree.winbook.kr
141273,밤토실어린이작은도서관,,448-110,031-896-5361,031-896-5312,경기 용인시 수지구 고기동 200,yjp0111@naver.com,http://cafe.naver.com/bamtosilibrary/
141274,서농동 작은도서관,,446-906,031-324-6695,031-324-6689,"경기 용인시 기흥구 서천동 335-2, 2층 서농동주민센터",kocham20@korea.kr,
141275,영덕신일문고,,446-741,031-286-0087,,경기 용인시 기흥구 영덕동 신일아파트 관리동 2층,springchoi@naver.com,
141276,그루터기도서관,,446-758,031-693-5245,031-693-5246,경기도 용인시 기흥구 공세동 한보라마음휴먼시아9단지아파트 관리동,bljs1004@korea.com,
141277,푸른솔작은도서관,,463-400,031-8017-2208,,경기 성남시 분당구 삼평동 못들마을4단지,http://cafe.daum.net/bottle4?t__nil_cafemy=item,http://amjjys@hanafos.com
141278,순사랑어린이도서관,,448-556,031-262-2607,031-262-2669,경기 용인시 수지구 풍덕천2동 1150-1,gaul-cosmos@hanmail.net,http://cafe.daum.net/fgsj/
141279,서울시 광진구 중곡1동 새마을문고,,143-221,02-461-9058,02-498-5823,서울시 광진구 중곡1동 새마을문고,zkqhekdk@nate.com,
141280,시흥시정왕어린이도서관,,15052,031-310-5181,031-310-5189,경기도 시흥시 정왕시장길 45,shm5050@korea.kr,http://www.shcitylib.or.kr
141281,도촌동작은도서관,,462-080,031-729-6802,031-729-6809,경기 성남시 중원구 도촌동 633번지(도촌북로 28),seungae@korea.kr,
141282,양동도서관,,476-881,031-770-2724,031-770-2819,경기 양평군 양동면 쌍학리 181-3,kwak60@yp21.net,http://www.yplib.or.kr
141283,동탄복합문화센터 도서관,,445-160,031-8015-8200,031-8015-8229,경기도 화성시 노작로 134,mapsosa99@hanmail.net,http://www.hscitylib.or.kr
141284,새싹작은도서관(금곡동),,472-010,031-590-8993,,경기 남양주시 금곡동 754-5 마을공동회관 1층,rang@korea.kr,http://www.nyj.go.kr
141285,나래울도서관,,445-320,031-8015-7423,031-8015-4705,경기 화성시 능동 1130번지 화성시복합복지타운 나래울,dingkk@nate.com,http://www.narewul.or.kr
141286,청평도서관,,12452,031-580-4330,031-580-2479,경기도 가평군 청평면 은고개로 31,khk960526@korea.kr,www.gaplib.or.kr
141287,해밀도서관ⓧ,,420-851,032-612-2950,032-612-2949,경기도 부천시 원미구 중2동 1118,seul0409@bcs.or.kr,http://www.hmlib.or.kr/
141288,당정문화도서관,,435-870,031-390-8744,031-390-8745,경기 군포시 당정동 969-2,ok3370@korea.kr,
141289,안성시립보개도서관,,456-872,031-678-5330,031-678-5339,경기 안성시 보개면 양복리 238-1,jkong@korea.kr,http://www.apl.go.kr
141290,안성시립공도도서관,,17560,031-678-3220,031-678-3229,경기도 안성시 공도읍 공도5로 26,jkong@korea.kr,http://www.apl.go.kr
141291,부영아파트 작은도서관,,456-727,031-618-0089,,경기 안성시 공도읍 만정리 부영아파트 관리사무소 2층,jkong@korea.kr,http://www.apl.go.kr
141292,송정아파트 작은도서관,,456-728,031-618-0064,,경기 안성시 공도읍 양기리 송정아파트 관리사무소 2층,jkong@korea.kr,http://www.apl.go.kr
141293,주은풍림아파트 작은도서관,,456-714,031-618-0062,,경기 안성시 공도읍 용두리 주은풍림아파트 관리사무소 1층,jkong@korea.kr,http://www.apl.go.kr
141294,안성시립일죽도서관,,456-915,031-678-3230,,"경기도 안성시 일죽면 금일로 433 , 4층",sunjung8524@naver.com,www.apl.go.kr
141295,죽산작은도서관,,456-894,031-677-7941,,경기 안성시 죽산면 죽산리 471-6,jkong@korea.kr,http://www.apl.go.kr
141296,삼죽작은도서관,,456-882,031-671-7940,,경기 안성시 삼죽면 내강리 46-2,jkong@korea.kr,http://www.apl.go.kr
141297,구미동임시도서관,,,031-717-0544,031-729-4599,경기도 성남시 분당구 구미동224,jbl0301@nate.com,
141298,고대산병영도서관,,486-859,031-839-4411,,경기 연천군 신서면 대광리 사서함 106-2~106-20,themania@korea.kr,
141299,문산행복어린이도서관,,10813,031-940-5044,,"경기도 파주시 문산읍 통일로 1680, 3층",jyjy23@korea.kr,www.pajulib.or.kr/hclib/
141300,장흥작은도서관,,11523,031-820-5975,031-820-5979,경기도 양주시 장흥면 호국로 470,hbh1004@korea.kr,www.libyj.go.kr
141301,태장마루도서관,,16686,031-228-4823,031-228-3757,경기도 수원시 영통구 태장로 46,tuerkis@korea.kr,
141302,강하작은도서관,,476-922,010-8316-4418,,경기 양평군 강하면 운심리 48-11,key4418@naver.com,
141303,서종작은도서관,,476-813,010-2290-9131,,경기 양평군 서종면 문호리 764-1,sky00999kr@naver.com,
141304,호도애도서관,,463-839,031-704-7898,031-704-7898,경기 성남시 분당구 야탑동 517번지,hodoe1318@hanmail.net,http://www.hodoe.com
141305,책이랑도서관,,13224,031-732-7004,031-735-5515,"경기도 성남시 중원구 박석로25번길 44-10, 책이랑도서관 (상대원동)",chek1996@hanmail.net,
141306,아름널도서관,,13532,031-8016-0453,031-8016-0454,경기 성남시 분당구 판교역로 102 아름널도서관,star1219@hanmail.net,
141307,푸른어린이도서관,,13123,031-749-3690,031-749-3630,"경기도 성남시 수정구 수정남로 333, 1층 (산성동)",pu3690@daum.net,
141308,푸른마을 작은도서관(경기 성남시),,463-781,031-711-9164,,경기 성남시 분당구 수내동 푸른마을쌍용아파트 603동 앞 푸른마을도서관,song2171@hanmail.net,
141309,물푸레작은도서관,,462-240,031-736-5659,031-743-0615,경기도 성남시 중원구 광명로 357-1 2층 물푸레작은도서관,snwm2000@hanmail.net,
141310,래미안금광도서관,,462-240,031-734-0923,031-734-0974,경기 성남시 중원구 금광2동2500번지 삼성래미안아파트103동1층,lya3713@naver.com,
141311,책마을도서관(성남),,462-831,031-731-7062,,경기 성남시 중원구 은행2동 959-1번지 2층,hoparg@naver.com,http://blog.naver.com/book9591
141312,예꿈작은도서관,,13222,070-4102-0675,031-748-5329,경기도 성남시 중원구 둔촌대로413번길 42-1 성남산성교회 2층,rlawhghl@naver.com,
141313,아름드리새마을문고,,463-817,031-705-0612,031-704-2599,경기 성남시 분당구 야탑동 176 목련마을 대원빌라 관리사무실지하,lks5560@naver.com,
141314,시흥시신천도서관,,429-831,031-310-2570,,경기 시흥시 신천동 765-5,dotory70@korea.kr,http://www.shcitylib.or.kr
141315,부천시립동화도서관,,14596,032-625-4650,032-625-4652,경기도 부천시 장말로 107 상동,narae93@korea.kr,
141316,시흥시소래빛도서관,,14908,031-310-5241,031-310-5259,경기도 시흥시 비둘기공원로 25,-,http://www.shcitylib.or.kr
141317,지평도서관,,476-874,031-770-2561,,경기 양평군 지평면 지평리584.1,kwak60@yp21.net,http://www.yplib.or.kr
141318,평택시립매봉작은도서관,,450-150,031-659-4938,,경기 평택시 비전동 819-2,antaria77@ptcity.net,
141319,송탄작은도서관,,459-080,031-659-4938,,경기 평택시 칠원동 72-1,(E-MAIL) antaria77@ptcity.net,
141320,서정작은도서관,,459-010,031-659-4938,,경기 평택시 서정동 876-1,antaria77@ptcity.net,
141321,부천시립상동도서관,,14594,032-625-4705,,경기도 부천시 원미구 상이로 12,ujin0425@korea.kr,http://sangdong.bcl.go.kr
141322,해밀마을작은도서관,,472-861,031-590-8252,031-590-8259,경기 남양주시 진접읍 금곡리 1107번지 부영아파트 단지내,jiblis@korea.kr,
141323,양주시 고읍도서관,,11492,031-8082-7440,031-8082-7409,경기도 양주시 고읍남로 207,hbh1004@korea.kr,www.libyj.go.kr/guLibMain.do
141324,화도다문화도서관,,472-843,031-594-5821,,경기 남양주시 화도읍 녹촌리 495-29 외국인근로자복지센터 3층,youmil@hanmail.net,
141325,동백 작은도서관,,446-911,031-282-1988,031-693-6286,경기 용인시 기흥구 동백동 597-2 동백교회,sevenace@naver.com,
141326,해솔도서관,,10893,031-940-5653,031-940-5149,경기도 파주시 해솔로 34,jyjy23@korea.kr,www.pajulib.or.kr
141327,안산시 일동도서관,,426-858,031-481-3706,031-481-3632,경기 안산시 상록구 일동 110-5,) vernal03@korea.kr,http://lib.iansan.net
141328,문원도서관,,13827,02-2150-3080,02-507-8623,경기 과천시 문원로 104(문원동),libhyun@korea.kr,http://www.gclib.go.kr/MW/
141329,이동면 작은도서관,,449-832,070-8186-5700,,경기 용인시 처인구 이동면 송전리 1228 송전복지회관(3층),dragonet0200@nate.com,
141330,신흥1동 작은도서관,,461-161,031-721-9561,031-729-4599,경기 성남시 수정구 신흥1동 5055,jbl0301@korea.kr,
141331,여주도서관,,12636,031-885-4242,031-885-2599,경기도 여주시 여양로 190-17,ohey@korea.kr,www.yjlib.go.kr
141332,세마작은도서관,,447-280,031-370-6158,,경기 오산시 금암동 396,deuxsj2000@korea.kr,
141333,포천시립중앙도서관,,11140,031-538-3912,,경기도 포천시 신북면 중앙로207번길 26,hyejeongkim@korea.kr,lib.pcs21.net
141334,서호가족도서관,,442-150,031-228-4802,,경기 수원시 팔달구 화서동 410-6 서호 생태수자원센터 관리동 2층,902bear@korea.kr,http://seoho.suwonlib.go.kr
141335,구리시 갈매동 작은도서관,,471-080,031-550-2957,031-550-8326,경기 구리시 갈매동 256-14(산마루로 1),gurilib@guri.go.kr,http://www.gurilib.go.kr
141336,구리시 인창동 작은도서관,,471-010,031-550-2852,031-550-8326,경기도 구리시 동구릉로 53번길 34,gurilib@guri.go.kr,http://www.gurilib.go.kr
141337,구리시 수택1동 작은도서관,,471-031,031-550-8495,031-550-8326,경기도 구리시 검배로 93번길 35,gurilib@guri.go.kr,http://www.gurilib.go.kr
141338,푸른어린이도서관(안양),,430-801,031-464-0815,0303-0400-7934,경기 안양시 만안구 박달1동 68-35번지 2층 푸른어린이도서관,sn0609@hanmail.net,
141339,에코타운어린이문고,,465-030,031-777-0510,031-777-0512,경기 하남시 신장동 562번지 에코타운 1단지,clo2@korea.kr,
141340,아낌없이주는나무,,465-010,031-795-5667,031-794-6343,경기 하남시 덕풍동 394-1 하남프라자 501호,clo2@korea.kr,
141341,꿈자람작은도서관,,465-010,031-796-6694,,경기 하남시 덕풍동 823번지 풍산아이파크 1단지,clo2@korea.kr,
141342,에코타운C블럭도서관,,465-030,031-777-0530,,경기 하남시 신장동 560번지 에코타운 303동 지하,clo2@korea.kr,
141343,동화나무어린이도서관,,435-010,031-390-7662,031-390-8867,경기 군포시 당동 871-1,lshlib@korea.kr,http://www.gunpolib.or.kr
141344,LG신산본자이2차문고,,435-870,031-427-0121,031-390-8867,경기 군포시 당정동 973-1,lshlib@korea.kr,http://www.gunpolib.or.kr
141345,갈릴리공부방문고,,435-826,031-454-0507,031-390-8867,경기 군포시 금정동 725-3,lshlib@korea.kr,http://www.gunpolib.or.kr
141346,군포새마을문고,,435-040,031-399-4325,031-390-8867,경기 군포시 산본동 1146-9,lshlib@korea.kr,http://www.gunpolib.or.kr
141347,율곡마을문고,,435-856,03-344-5959,031-390-8867,경기 군포시 오금동 876,lshlib@korea.kr,http://www.gunpolib.or.kr
141348,사랑이있는문고,,435-050,031-429-0400,031-390-8867,경기 군포시 금정동 748-46,lshlib@korea.kr,http://www.gunpolib.or.kr
141349,큰꿈어린이도서관,,435-050,03-456-0243,031-390-8867,경기 군포시 금정동 716-21,lshlib@korea.kr,http://www.gunpolib.or.kr
141350,새롬 모든이의 작은 도서관,,435-010,031-394-9183,031-390-8867,경기 군포시 당동 906-1,lshlib@korea.kr,http://www.gunpolib.or.kr
141351,당정성원독서실,,435-871,031-427-4438,031-390-8867,경기 군포시 당정동 997-1,lshlib@korea.kr,http://www.gunpolib.or.kr
141352,대야미e*편한세상아파트도서관,,435-060,031-505-5626,031-390-8867,"경기 군포시 대야미동 33블럭 3,4,5롯트",lshlib@korea.kr,http://www.gunpolib.or.kr
141353,무지개작은도서관(군포),,435-050,031-396-9016,031-390-8867,경기 군포시 금정동 872-6 세종교육센터 3~4층 (무지개교회),lshlib@korea.kr,http://www.gunpolib.or.kr
141354,해오름문고,,435-010,031-398-9806,031-390-8867,경기 군포시 당동 979-1,lshlib@korea.kr,http://www.gunpolib.or.kr
141355,우리마을도서관,,435-848,031-394-9101,031-390-7659,경기 군포시 산본1동 1056-1 A301,lshlib@korea.kr,http://www.gunpolib.or.kr
141356,부곡휴먼시아2단지 느티나무도서관,,435-020,031-461-7710,031-390-8867,경기 군포시 부곡동 1126 204동내,lshlib@korea.kr,http://www.gunpolib.or.kr
141357,가나안작은도서관,,435-040,031-398-0675,031-390-8867,경기 군포시 산본동 1156-2,lshlib@korea.kr,http://www.gunpolib.or.kr
141358,샘물작은도서관,,435-060,031-437-3212,031-390-8867,경기 군포시 대야미동 648-11,lshlib@korea.kr,http://www.gunpolib.or.kr
141359,꿈드림(근로자복지관),,435-010,031-397-3400,031-390-8867,경기 군포시 당동 981,lshlib@korea.kr,http://www.gunpolib.or.kr
141360,군포부곡휴먼시아3단지도서관,,435-020,031-461-8886,031-390-8867,경기 군포시 부곡동 1098번지,lshlib@korea.kr,http://www.gunpolib.or.kr
141361,부곡휴먼시아4단지 솔잎도서관,,435-020,031-462-4020,031-390-8867,경기 군포시 부곡동 1080,lshlib@korea.kr,http://www.gunpolib.or.kr
141362,북카페사랑 ING,,435-040,031-391-5530,031-390-8867,경기 군포시 산본동 1094 삼대빌딩 4층,lshlib@korea.kr,www.gunpolib.or.kr
141363,금정작은도서관,,435-050,031-390-8504,031-390-8867,경기 군포시 금정동 750-5,lshlib@korea.kr,http://www.gunpolib.or.kr
141364,재궁꿈나무도서관,,435-860,031-390-8505,031-390-8867,경기 군포시 재궁동 850-4,lshlib@korea.kr,http://www.gunpolib.or.kr
141365,궁내동작은도서관,,435-040,031-390-8508,031-390-8867,경기 군포시 산본동 1148-7,lshlib@korea.kr,http://www.gunpolib.or.kr
141366,책뜨락 혜윰,,435-050,031-390-1430,031-390-8867,경기 군포시 중앙로 322,lshlib@korea.kr,http://www.gunpolib.or.kr
141367,군포부곡휴먼시아1단지도서관,,435-020,031-462-1568,031-390-8867,경기 군포시 부곡동 1137번지,lshlib@korea.kr,http://www.gunpolib.or.kr
141368,책사랑문고,,448-738,031-307-0651,031-306-0652,경기 용인시 수지구 상현2동 만현마을성원상떼빌아파트 관리동2층,mywinia@hanmail.net,
