LIB_CODE,LIB_NAME,DIVISION,ZIP_CODE,TEL,FAX,ADDRESS,E_MAIL,HOMEPAGE,LATITUDE,LONGITUDE
129191,소금꽃작은도서관,,500-831,062-434-2133,,광주 북구 신안동 476-7번지 3층,duck0142@nate.com,http://cafe.daum.net/saltflower13,,
129192,호반베르디움작은도서관(동천동),,502-705,062-513-3154,062-513-3169,광주 서구 동천동 호반베르디움아파트 (501~512동)관리동 2층,ab721228@hanmail.net,,,
129193,건국 작은도서관,,500-835,062-574-1052,062-574-1052,광주 북구 연제동 478-179번지,2969961@hanmail.net,,,
129194,더불어락작은도서관,,506-308,062-959-9005,062-959-9006,광주 광산구 운남동 779-1 광산구더불어락노인복지관,gsnoins@hanmail.net,http://www.gsnoin.or.kr/,,
129195,서광작은도서관,,502-260,062-372-2634,061-371-2634,광주 서구 상무(쌍촌)동 960-25,jss16345@hanmail.net,,,
129196,풍성한 작은 도서관,,500-896,070-8733-7191,0625750107,광주 북구 양산동 958번지,poongbook@daum.net,,,
129197,작은도서관쿱,,501-820,062-512-2012,062-512-2016,광주 동구 필문대로 136 (산수동),jyh7008@hanmail.net,,35.1636679,126.9234034
129198,혜윰마루작은도서관,,506-054,062-952-9612,062-960-7878,광주 광산구 월곡동 490-7,haeyaah@korea.kr,,,
129199,책더하기사랑작은도서관,,502-855,062-380-2210,062-380-2209,광주 서구 상무2동 997-1,kccei@chol.com,http://www.libportal.co.kr/kccei/,,
129200,푸른길 기차도서관,,,062-514-2444,,광주 동구 학동 55(철) 푸른길기차,greenway2002@hanmail.net,http://www.greenways.or.kr,,
129201,빛고을도서관,,502-860,062-383-8291,,광주 서구 쌍촌동 1344-5,minaya1898@hanmail.net,,35.1400962,126.8516020171387
129202,새에덴 작은도서관,,500-130,,,광주 북구 오치동 911-3,najonggab@hanmail.net,,,
129203,천재작은도서관,,500-130,062-262-9569,,광주 북구 오치동 무등파크상가 1층1호,2629569@hanmail.net,http://gwangjusl.kr,,
129204,비아까망이작은도서관,,506-760,062-431-0825,062-955-0310,광주 광산구 비아동 호반아파트 105동 관리사무소2층,lqodo@naver.com,,,
129205,나눔의집작은도서관,,506-100,062-430-5878,062-368-8435,광주 광산구 선암동 선운휴먼시아 101-803,cham1052@hanmail.net,,,
129206,수완1차부영아파트 작은 도서관,,506-851,062-953-0267,062-953-0273,광주 광산구 장덕동 수완부영사랑으로1차아파트 (101~106동),whitenara100@naver.com,,,
129207,첨단1차 부영 작은도서관,,506-785,062-446-8826,062-973-0257,광주 광산구 산월동 부영아파트 (101~116동),pcj4136@hanmail.net,http://cafe.naver.com/cdlib,,
129208,호반꿈마루 작은도서관,,506-791,062-973-0271,062-456-5521,광주광역시 광산구 첨단중앙로68번길 99 호반꿈마루 작은도서관 (산월동，호반리젠시빌아파트),amj1028@daum.net,,,
129209,꿈 일굼터 작은도서관,,61997,062-373-0360,062-373-0383,광주광역시 서구 화정로 87-1 시영종합사회복지관 2층,siyoung0360@hanmail.net,www.gjw.or.kr/siyoung,,
129210,우제작은도서관,,506-825,062-373-1037,062-951-0037,광주 광산구 월곡1동 52-12,woojeh2001@hanmail.net,,,
129211,지혜의샘도서관,,502-156,062-681-6004,,광주 서구 풍암동 1181,aepeace@hanmail.net,,35.133695,126.87498720743578
129212,내방마루작은도서관,,502-792,062-442-9115,062-384-8880,광주 서구 내방동 내방마을주공아파트 관리사무소 1층 도서관,maru9115@hanmail.net,,,
129213,옹달샘작은도서관,,501-845,062-228-4447,,광주광역시 동구 남문로길 713번길 5,herenowflow@gmail.com,http://www.selfcureart.com,,
129214,꿈드림작은도서관(광주),,506-801,062-944-5591,,광주 광산구 도산동 825-9,gyolee@hanmail.net,,35.1318003,126.7903622
129215,첨단나눔드리책방,,506-303,062-971-9500,062-971-9506,광주 광산구 쌍암동 656-2,cswc21@hanmail.net,http://www.cdswc.com,35.21887215,126.85166244453997
129216,북마실 & 이레 작은 도서관,,506-840,062-962-4000,,광주 광산구 신창동 1188번지 북마실 & 이레 작은 도서관,9552690@hanmail.net,,,
129217,송화마을3단지작은도서관,,503-873,062-675-1058,062-675-1057,광주 남구 노대동 송화마을휴먼시아3단지아파트 (301~314동),byp520@hanmail.net,,,
129218,풀꽃작은도서관,,503-805,062-651-7952,062-654-7953,광주광역시 남구 용대로 131-1 (방림동，라인효친아파트),congi1028@hanmail.net,,,
129219,남구푸른길도서관,,61723,062-607-2533,062-651-7640,광주광역시 남구 금당로 140,kmin3@korea.kr,lib.namgu.gwangju.kr/,35.12921735,126.89527424600062
129220,양산동주민센터작은도서관,,500-896,062-410-8873,,광주광역시 북구 양산택지로 32 (양산동),kje317@korea.kr,,35.2091703,126.8796121
129221,광주중앙도서관 분관 최상준도서관,,61062,062-576-8101,062-607-1366,광주광역시 북구 설죽로315번길 8,yc0514@hanmail.net,http://lib.gen.go.kr/,35.1883633,126.89779877504961
129222,상록도서관,,502-810,062-350-4591,062-351-6200,광주광역시 서구 상무대로 1171번길 11(농성동),sjy0331@korea.kr,http://lib.seogu.gwangju.kr/,,
129223,이야기꽃도서관,,62391,062-960-6813,062-960-3764,광주광역시 광산구 선운중앙로67번길 6 (선암동 516번지),363hth01@korea.kr,,,
129224,남구 청소년도서관,,61702,0626072544,,광주광역시 남구 제석로 100,ryoo520@korea.kr,,35.1196053,126.9068079
129225,양산도서관(광주),,61081,062-410-6894,--,"광주광역시 북구 하서로 299 (양산동), 북구 문화센터 2,3층  양산도서관",sm0680@korea.kr,https://lib.bukgu.gwangju.kr,,
129226,중흥도서관,,61212,062-410-6890,,광주광역시 북구 당뫼로 39 중흥도서관,kja@korea.kr,https://lib.bukgu.gwangju.kr,,
129227,신용도서관,,61087,062-410-6853,,광주광역시 북구 첨단연신로107번길 24 신용도서관,zellos79@korea.kr,https://lib.bukgu.gwangju.kr,,
129228,디지털정보도서관,,61475,062-613-7766,062-613-7768,광주광역시 동구 금남로 245 3층 디지털정보도서관,khe3989@korea.kr,https://citylib.gwangju.kr,,
